ANO;DOCUMENTO;Nº ;ATO NORMATIVO;EMENTA;ÁREA MMA;ASSUNTO;LINK;STATUS;REVOGA
2005;DECRETO;5549;Decreto nº 5.549, de 22 de setembro de 2005;Dá nova redação e revoga dispositivos do Decreto no 4.074, de 4 de janeiro de 2002, que regulamenta a Lei no 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins.;EXTERNO;USO DE AGROTÓXICOS;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2005/Decreto/D5549.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2005;PORTARIA MMA;121;Portaria MMA nº 121, de 12 de maio de 2005;"Estabelecer os critérios para a elegibilidade de empresas de serviços de manutenção de ar condicionado automotivo candidatas ao recebimento de equipamentos de coleta e reciclagem de diclorodifluormetano (CFC-12):
REVOGADO POR PORTARIA Nº 416, DE 8 DE SETEMBRO DE 2021";SMC;CLIMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=13/05/2005&jornal=1&pagina=76&totalArquivos=144;REVOGADO;
2005;RESOLUÇÃO CONAMA;358;Resolução CONAMA Nº 358/2005 ;Dispõe sobre o tratamento e a disposição final dos resíduos dos serviços de saúde e dá outras providências.;CONAMA;AGENDA AMBIENTAL URBANA / SEGURANÇA QUÍMICA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=453;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2005;RESOLUÇÃO CONAMA;360;Resolução CONAMA Nº 360/2005;"Dispõe sobre a nova composição das Câmaras Técnicas do Conselho Nacional do Meio Ambiente-CONAMA para o biênio 2005/2007, e dá outras providências.
Alterada pela Resolução nº 372, de 2006.
Revogada pela Resolução nº 376, de 2006";CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=455;REVOGADO;
2005;RESOLUÇÃO CONAMA;361;Resolução CONAMA Nº 361/2005 ;Alterar para os dias 27 e 28 de julho de 2005 a data da 78a Reunião Ordinária.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=456;ATO EXAURIDO;
2005;RESOLUÇÃO CONAMA;363;Resolução CONAMA Nº 363/2005;Altera para os dias 18 e 19 de outubro de 2005 a data da 79a Reunião Ordinária.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=470;ATO EXAURIDO;
2005;RESOLUÇÃO CONAMA;364;Resolução CONAMA Nº 364/2005;Alterar para os dias 8 e 9 de novembro de 2005 a data da 79a Reunião Ordinária;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=471;ATO EXAURIDO;
2005;RESOLUÇÃO CONAMA;365;Resolução CONAMA Nº 365/2005;Alterar para os dias 29 e 30 de novembro de 2005 a data da 80a Reunião Ordinária.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=474;ATO EXAURIDO;
2005;RESOLUÇÃO CONAMA;366;Resolução CONAMA Nº 366/2005 ;Institui o calendário de reuniões ordinárias do CONAMA para o ano de 2006.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=475;ATO EXAURIDO;
2006;DECRETO;5940;Decreto nº 5.940, de 25 de outubro de 2006;Institui a separação dos resíduos recicláveis descartados pelos órgãos e entidades da administração pública federal direta e indireta, na fonte geradora, e a sua destinação às associações e cooperativas dos catadores de materiais recicláveis;EXTERNO;AGENDA AMBIENTAL URBANA;https://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2006/Decreto/D5940.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2006;DECRETO;5981;Decreto nº 5.981, de 06 de dezembro de 2006;Dá nova redação e inclui dispositivos ao Decreto no 4.074, de 4 de janeiro de 2002, que regulamenta a Lei no 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins.;EXTERNO;USO DE AGROTÓXICOS;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2006/Decreto/D5981.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2006;INSTRUÇÃO NORMATIVA IBAMA;132;Instrução Normativa IBAMA nº 132, de 10 de novembro de 2006;Adota medidas restritivas à continuidade de atividades que envolvam produtos destinados à preservação de madeiras contendo os ingredientes ativos Lindano (gama-hexaclorociclohexano) e Pentaclorofenol (PCF) e seus sais no Brasil. As disposições desta Instrução Normativa não se aplicam ao uso dos ingredientes ativos como padrão analítico para fins laboratoriais ou de monitoramento de resíduos ambientais.;IBAMA;UTILIZAÇÃO DE PRODUTOS FLORESTAIS;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=13/11/2006&jornal=1&pagina=98&totalArquivos=144;VIGENTE;
2006;RESOLUÇÃO CONAMA;367;Resolução CONAMA Nº 367/2006 ;Alterar para os dias 11 e 12 de abril e 12 e 13 de julho de 2006 as datas da 81a e 83a Reuniões Ordinárias.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=485;ATO EXAURIDO;
2006;RESOLUÇÃO CONAMA;372;Resolução CONAMA Nº 372/2006;"Altera a Resolução CONAMA 360/2005 que dispõe sobre a nova composição das Câmaras Técnicas do Conselho Nacional do Meio Ambiente-CONAMA para o biênio 2005/2007, e dá outras providências.
Revogada pela Resolução nº 376, de 2006. ";CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=489;REVOGADO;
2006;RESOLUÇÃO CONAMA;374;Resolução CONAMA Nº 374/2006;Alterar para os dias 11 e 12 de julho de 2006, a data da 83a Reunião Ordinária do Conselho Nacional do Meio Ambiente-CONAMA.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=491;ATO EXAURIDO;
2006;RESOLUÇÃO CONAMA;375;Resolução CONAMA Nº 375/2006 ;"Define critérios e procedimentos, para o uso agrícola de lodos de esgoto gerados em estações de tratamento de esgoto sanitário e seus produtos derivados, e dá outras providências
Retificada pela Resolução nº 380, de 2006. 
REVOGADO POR RESOLUÇÃO CONAMA Nº 498, DE 19 DE AGOSTO DE 2020";CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=497;REVOGADO;
2006;RESOLUÇÃO CONAMA;376;Resolução CONAMA Nº 376/2006 ;"Dispõe sobre a nova composição das Câmaras Técnicas do Conselho Nacional do Meio Ambiente-CONAMA para o biênio 2005/2007, e dá outras providências.
Revogada pela Resolução nº 390, de 2007. ";CONAMA;GESTÃO ADMINISTRATIVA DO ÓRGÃO;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=503;REVOGADO;
2006;RESOLUÇÃO CONAMA;380;Resolução CONAMA Nº 380/2006;"Retifica a Resolução CONAMA Nº 375/2006 - Define critérios e procedimentos, para o uso agrícola de lodos de esgoto gerados em estações de tratamento de esgoto sanitário e seus produtos derivados, e dá outras providências
REVOGADO POR RESOLUÇÃO CONAMA Nº 498, DE 19 DE AGOSTO DE 2020";CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=505;REVOGADO;
2006;RESOLUÇÃO CONAMA;383;Resolução CONAMA Nº 383/2006;Institui o calendário de reuniões ordinárias do CONAMA para o ano de 2007.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=511;ATO EXAURIDO;
2006;RESOLUÇÃO CONAMA;386;Resolução CONAMA Nº 386/2006 ;Altera o art. 18 da Resolução CONAMA nº 316, de 29 de outubro de 2002;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=514;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2007;RESOLUÇÃO CONAMA;389;Resolução CONAMA Nº 389/2007;Alterar para os dias 25 e 26 de abril de 2007 a data da 85a Reunião Ordinária do Conselho Nacional do Meio Ambiente-CONAMA. ;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=521;ATO EXAURIDO;
2007;RESOLUÇÃO CONAMA;390;Resolução CONAMA Nº 390/2007;Dispõe sobre a nova composição das Câmaras Técnicas do Conselho Nacional do Meio Ambiente- CONAMA para o biênio 2007/2009, e dá outras providências.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=522;ATO EXAURIDO;
2007;RESOLUÇÃO CONAMA;395;Resolução CONAMA Nº 395/2007 ;Institui o calendário de Reuniões Ordinárias do CONAMA para o ano de 2008.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=534;ATO EXAURIDO;
2008;DECRETO;6469;Decreto nº 6.469, de 30 de maio de 2008;Adota a Recomendação no 007, de 28 de maio de 2008, do Conselho Nacional do Meio Ambiente - CONAMA;EXTERNO;ZONEAMENTO ECOLÓGICO ECONÔMICO;https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6469.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2008;RESOLUÇÃO CONAMA;397;Resolução CONAMA Nº 397/2008;"Altera o inciso II do § 4o e a Tabela X do § 5o, ambos do art. 34 da Resolução do Conselho Nacional do Meio Ambiente-CONAMA no 357, de 2005, que dispõe sobre a classificação dos corpos de água e diretrizes ambientais para o seu enquadramento, bem como estabelece as condições e padrões de lançamento de efluentes.
Alterada pela Resolução nº 410, de 2009. ";CONAMA;RECURSOS HÍDRICOS / AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=546;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2008;RESOLUÇÃO CONAMA;399;Resolução CONAMA Nº 399/2008;Altera as datas das 91ª e 92ª Reuniões Ordinárias do Conselho Nacional do Meio Ambiente-CONAMA em 2008.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=562;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2008;RESOLUÇÃO CONAMA;404;Resolução CONAMA Nº 404/2008 ;Estabelece critérios e diretrizes para o licenciamento ambiental de aterro sanitário de pequeno porte de resíduos sólidos urbanos.;CONAMA;AGENDA AMBIENTAL URBANA / LICENCIAMENTO AMBIENTAL;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=573;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2009;DECRETO;6792;Decreto nº 6.792, de 10 de março de 2009;"Altera e acresce dispositivos ao Decreto no 99.274, de 6 de junho de 1990, para dispor sobre a composição e funcionamento do Conselho Nacional do Meio Ambiente - CONAMA.
ALTERADO pelo Decreto nº 11.417, de 16 de fevereiro de 2023.";EXTERNO;GESTÃO ADMINISTRATIVA DO ÓRGÃO;http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2009/Decreto/D6792.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2009;DECRETO;6913;Decreto nº 6.913, de 23 de julho de 2009;Acresce dispositivos ao Decreto no 4.074, de 4 de janeiro de 2002, que regulamenta a Lei no 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins. ;EXTERNO;USO DE AGROTÓXICOS;http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2009/Decreto/D6913.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2009;INSTRUÇÃO NORMATIVA ICMBIO;4;Instrução Normativa ICMBIO nº 04, de 02 de setembro de 2009;"Sem ementa. Estabelece procedimentos administrativos para autorização de atividades condicionadas ao controle do poder público e não sujeitas ao licenciamento ambiental previsto na Resolução CONAMAnº 237/97 e de atividades cuja autorização seja exigida por normas específicas.
REVOGADO pela Instrução Normativa ICMBio nº 19, de 4 de julho de 2022.";ICMBio;LICENCIAMENTO AMBIENTAL;http://www.icmbio.gov.br/portal/images/stories/o-que-somos/in042009.pdf;REVOGADO;
2009;PORTARIA MMA;462;Portaria MMA nº 462, de 22 de dezembro de 2009;"Estabelece critérios para elegibilidade ao estabelecimento e gerenciamento de Unidades de Reciclagem do Diclorodifluormetano (CFC-12).
REVOGADO POR PORTARIA Nº 416, DE 8 DE SETEMBRO DE 2021";SMC;CLIMA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=23/12/2009&jornal=1&pagina=141&totalArquivos=160;REVOGADO;
2009;RESOLUÇÃO CONAMA;405;Resolução CONAMA Nº 405/2009;Institui o calendário de Reuniões Ordinárias do CONAMA para o ano de 2009. ;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=577;ATO EXAURIDO;
2009;RESOLUÇÃO CONAMA;407;Resolução CONAMA Nº 407/2009 ;Dispõe sobre a revogação da Resolução CONAMA nº 400, de 29 de agosto de 2008.;CONAMA;FISCALIZAÇÃO E INFRAÇÃO AMBIENTAL;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=581;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2009;RESOLUÇÃO CONAMA;411;Resolução CONAMA Nº 411/2009;"Dispõe sobre procedimentos para inspeção de indústrias consumidoras ou transformadoras de produtos e subprodutos florestais madeireiros de origem nativa, bem como os respectivos padrões de nomenclatura e coeficientes de rendimento volumétricos, inclusive carvão vegetal e resíduos de serraria.
Complementa a Resolução nº 379/2006; Resolução alterada pela 474/2016 em seus arts. 6º e 9º e anexos II, III e VII; Alterada pela Resolução n° 497/2020";CONAMA;UTILIZAÇÃO DE PRODUTOS FLORESTAIS;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=585;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2009;RESOLUÇÃO CONAMA;414;Resolução CONAMA Nº 414/2009 ;Altera a resolução no 18, de 6 de maio de 1986, do Conselho Nacional do Meio Ambiente-CONAMA e reestrutura a Comissão de Acompanhamento e Avaliação do PROCONVE-CAP, em seus objetivos, competência, composição e funcionamento.  Altera a Resolução nº 18/1986.;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=595;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2009;RESOLUÇÃO CONAMA;419;Resolução CONAMA Nº 419/2009 ;Institui o calendário de Reuniões Ordinárias do Conselho Nacional do Meio Ambiente-CONAMA para o ano de 2010. ;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=600;ATO EXAURIDO;
2009;RESOLUÇÃO CONAMA;420;Resolução CONAMA Nº 420/2009 ;Dispõe sobre critérios e valores orientadores de qualidade do solo quanto à presença de substâncias químicas e estabelece diretrizes para o gerenciamento ambiental de áreas contaminadas por essas substâncias em decorrência de atividades antrópicas. Alterada pela Resolução CONAMA nº 460/2013 (altera o prazo do art. 8º, e acrescenta novo parágrafo).;CONAMA;SEGURANÇA QUÍMICA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=601;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;DECRETO;7404;Decreto nº 7.404, de 23 de dezembro de 2010;Regulamenta a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, cria o Comitê Interministerial da Política Nacional de Resíduos Sólidos e o Comitê Orientador para a Implantação dos Sistemas de Logística Reversa;EXTERNO;AGENDA AMBIENTAL URBANA;https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7404.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;INSTRUÇÃO NORMATIVA IBAMA;1;Instrução Normativa IBAMA nº 01, de 18 de março de 2010;Instituir, no âmbito do ibama, os procedimentos necessários ao cumprimento da resolução conama nº 416, de 30 de setembro de 2009, pelos fabricantes e importadores de pneus novos, sobre coleta e destinação final de pneus inservíveis. Revogado pela IN IBAMA nº 09, de 20/07/2021;IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=19/03/2010&jornal=1&pagina=53&totalArquivos=168;REVOGADO;
2010;INSTRUÇÃO NORMATIVA IBAMA;3;Instrução Normativa IBAMA nº 03, de 30 de março de 2010;Instituir os procedimentos complementares relativos ao controle, fiscalização, laudos físico-químicos e análises, necessários ao cumprimento da resolução conama nº 401, de 4 de novembro de 2008.;IBAMA;AGENDA AMBIENTAL URBANA / ATIVIDADES POTENCIALMENTE POLUIDORAS;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=148&data=05/04/2010;REVOGADO;
2010;LEI;12305;Lei nº 12.305, de 02 de agosto de 2010;"Institui a Política Nacional de Resíduos Sólidos; altera a Lei no 9.605, de 12 de fevereiro de 1998";EXTERNO;AGENDA AMBIENTAL URBANA;https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12305.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;LEI;12334;Lei nº 12.334, de 20 de setembro de 2010;"
Estabelece a Política Nacional de Segurança de Barragens destinadas à acumulação de água para quaisquer usos, à disposição final ou temporária de rejeitos e à acumulação de resíduos industriais, cria o Sistema Nacional de Informações sobre Segurança de Barragens e altera a redação do art. 35 da Lei no 9.433, de 8 de janeiro de 1997, e do art. 4o da Lei no 9.984, de 17 de julho de 2000.";EXTERNO;AGENDA AMBIENTAL URBANA;https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12334.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;RESOLUÇÃO CONAMA;421;Resolução CONAMA Nº 421/2010  ;"Dispõe sobre revisão e atualização da Resolução CONAMA nº 344, de 25 de março de 2004.
Revogada pela Resolução nº 454 de 2012.";CONAMA;LICENCIAMENTO AMBIENTAL;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=602;REVOGADO;
2010;RESOLUÇÃO CONAMA;424;Resolução CONAMA Nº 424/2010 ;Revoga o parágrafo único do art. 16 da Resolução no 401, de 4 de novembro de 2008, do Conselho Nacional do Meio Ambiente-CONAMA;CONAMA;SEGURANÇA QUÍMICA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=610;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;RESOLUÇÃO CONAMA;426;Resolução CONAMA Nº 426/2010 ;"Altera o art. 4º e art. 5º, caput e §1º da Resolução CONAMA nº 418, de 2009, estabelecendo novos prazos para o Plano de Controle da Poluição Veicular e o Programa de Inspeção e Manutenção de Veículos em Uso.
";CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=620;ATO EXAURIDO;
2010;RESOLUÇÃO CONAMA;427;Resolução CONAMA Nº 427/2010;Institui o calendário de Reuniões Ordinárias do CONAMA para o ano de 2011.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=621;ATO EXAURIDO;
2011;DECRETO;7619;Decreto nº 7.619, de 21 de novembro de 2011;Regulamenta a concessão de crédito presumido do Imposto sobre Produtos Industrializados - IPI na aquisição de resíduos sólidos;EXTERNO;AGENDA AMBIENTAL URBANA;https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7619.htm;REVOGADO;
2011;RESOLUÇÃO CONAMA;430;Resolução CONAMA Nº 430/2011 ;Dispõe sobre condições e padrões de lançamento de efluentes, complementa e altera a Resolução no 357, de 17 de março de 2005, do Conselho Nacional do Meio Ambiente - CONAMA;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=627;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2011;RESOLUÇÃO CONAMA;431;Resolução CONAMA Nº 431/2011;Altera o art. 3o da Resolução no 307, de 5 de julho de 2002, do Conselho Nacional do Meio Ambiente-CONAMA, estabelecendo nova classificação para o gesso. ;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=630;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2011;RESOLUÇÃO CONAMA;434;Resolução CONAMA Nº 434/2011 ;"Institui o calendário de Reuniões Ordinárias do CONAMA para o ano de 2012.
Alterada pela Resolução nº 449, de 2012. ";CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=638;ATO EXAURIDO;
2012;INSTRUÇÃO NORMATIVA IBAMA;13;Instrução Normativa IBAMA nº 13, de 18 de dezembro de 2012;Publicar a Lista Brasileira de Resíduos Sólidos, a qual será utilizada pelo Cadastro Técnico Federal de Atividades Potencialmente Poluidoras ou Utilizadoras de Recursos Ambientais, pelo Cadastro Técnico Federal de Atividades e Instrumentos de Defesa Ambiental e pelo Cadastro Nacional de Operadores de Resíduos Perigosos, bem como por futuros sistemas informatizados do Ibama que possam vir a tratar de resíduos sólidos.;IBAMA;AGENDA AMBIENTAL URBANA / ATIVIDADES POTENCIALMENTE POLUIDORAS;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=20/12/2012&jornal=1&pagina=200&totalArquivos=324;VIGENTE;
2012;RESOLUÇÃO CONAMA;448;Resolução CONAMA Nº 448/2012;Altera os arts. 2º, 4º, 5º, 6º, 8º, 9º, 10 e 11 da Resolução nº 307, de 5 de julho de 2002, do Conselho Nacional do Meio Ambiente-CONAMA.;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=652;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2012;RESOLUÇÃO CONAMA;449;Resolução CONAMA Nº 449/2012;"Altera o calendário de reuniões ordinárias do CONAMA para o ano de 2012.
Altera a Resolução nº 434, de 2011. ";CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=653;ATO EXAURIDO;
2012;RESOLUÇÃO CONAMA;450;Resolução CONAMA Nº 450/2012 ;Altera os arts. 9º, 16, 19, 20, 21 e 22, e acrescenta o art. 24-A à Resolução no 362, de 23 de junho de 2005, do Conselho Nacional do Meio Ambiente-CONAMA, que dispõe sobre recolhimento, coleta e destinação final de óleo lubrificante usado ou contaminado;CONAMA;SEGURANÇA QUÍMICA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=654;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2012;RESOLUÇÃO CONAMA;452;Resolução CONAMA Nº 452/2012;"Dispõe sobre os procedimentos de controle da importação de resíduos, conforme as normas adotadas pela Convenção da Basiléia sobre o Controle de Movimentos Transfronteiriços de Resíduos Perigosos e seu Depósito.
 Revoga as Resoluções nº 08/1991, nº 23/1996, nº 235/1998 e n° 244/1998.";CONAMA;SEGURANÇA QUÍMICA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=656;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2012;RESOLUÇÃO CONAMA;455;Resolução CONAMA Nº 455/2012;Institui o calendário de Reuniões Ordinárias do CONAMA para o ano de 2013.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=666;ATO EXAURIDO;
2013;INSTRUÇÃO NORMATIVA IBAMA;1;Instrução Normativa IBAMA nº 01, de 25 de janeiro de 2013;Regulamentar o Cadastro Nacional de Operadores de Resíduos Perigosos (CNORP), estabelecer sua integração com o Cadastro Técnico Federal de Atividades Potencialmente Poluidoras ou Utilizadoras de Recursos Ambientais (CTF-APP) e com o Cadastro Técnico Federal de Atividades e Instrumentos de Defesa Ambiental (CTF-AIDA), e definir os procedimentos administrativos relacionados ao cadastramento e prestação de informações sobre resíduos sólidos, inclusive os rejeitos e os considerados perigosos.;IBAMA;SEGURANÇA QUÍMICA / ATIVIDADE POTENCIALMENTE POLUIDORA;http://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=129371;VIGENTE;
2013;INSTRUÇÃO NORMATIVA IBAMA;12;Instrução Normativa IBAMA nº 12, de 16 de julho de 2013;Dispõe sobre a regulamentação dos procedimentos de controle da importação de resíduos de que trata a Resolução Conama nº 452/12, em consonância com a Convenção da Basileia.;IBAMA;SEGURANÇA QUÍMICA;http://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=130330;VIGENTE;
2013;RESOLUÇÃO CONAMA;456;Resolução CONAMA Nº 456/2013;Corrige a Tabela I do Anexo da Resolução Conama n. 432, de 13 de julho de 2011;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=668;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2013;RESOLUÇÃO CONAMA;459;Resolução CONAMA Nº 459/2013;"Altera a Resolução no 413, de 26 de junho de 2009, do Conselho Nacional do Meio Ambiente-CONAMA, que dispõe sobre o licenciamento ambiental da aquicultura, e dá outras providências.
Altera Resolução 413/2009 ";CONAMA;LICENCIAMENTO AMBIENTAL;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=673;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2013;RESOLUÇÃO CONAMA;460;Resolução CONAMA Nº 460/2013;"Altera a Resolução CONAMA n. 420, de 28 de dezembro de 2009, que dispõe sobre critérios e valores orientadores de qualidade do solo quanto à presença de substâncias químicas e dá outras providências.
Altera a Resolução CONAMA nº 420/2009 (altera o prazo do art. 8º, e acrescenta novo parágrafo)";CONAMA;SEGURANÇA QUÍMICA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=676;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2014;PORTARIA MMA;55;Portaria MMA nº 55, de 17 de fevereiro de 2014;Estabelece procedimentos entre o Instituto Chico Mendes de Conservação da Biodiversidade - Instituto Chico Mendes e o Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - Ibama relacionados à Resolução nº 428, de 17 de dezembro de 2010, do Conselho Nacional do Meio Ambiente - Conama e dá outras providências no âmbito do licenciamento ambiental federal;SECEX;LICENCIAMENTO AMBIENTAL;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=18/02/2014&jornal=1&pagina=60&totalArquivos=84;REVOGADO;
2014;RESOLUÇÃO CONAMA;461;Resolução CONAMA Nº 461/2014;Institui o calendário de Reuniões Ordinárias do CONAMA para o ano de 2014.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=675;ATO EXAURIDO;
2014;RESOLUÇÃO CONAMA;462;Resolução CONAMA Nº 462/2014 ;"Estabelece procedimentos para o licenciamento ambiental de empreendimentos de geração de energia elétrica a partir de fonte eólica em superfície terrestre, altera o art. 1º da Resolução CONAMA n.º 279, de 27 de julho de 2001, e dá outras providências.
Altera o inciso IV e acrescenta § 2º ao art. 1º da Resolução CONAMA nº 279/2001 ";CONAMA;LICENCIAMENTO AMBIENTAL;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=677;NÃO CONSTA REVOGAÇÃO EXPRESSA;
